Country Name,Country Code,Series Name,Series Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
France,FRA,Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,,,,,,,,,,,,,,,,25.33215418,25.08825763,24.89684346,24.95326004,24.9303158,24.17502012,21.85624918,20.74533468,20.47300026,20.30485332,20.22034612,21.37834009,21.21131074,22.53807681,23.12735621,23.24636536,22.90077616,22.29173407,21.13522343,21.28409461,21.80222217,21.57876501,22.52488887,23.54943384,24.01450027,23.46404906,23.51512458,22.51032977,21.94334705,22.24132879,22.08523256,22.84917883,23.28405878,22.93439125,20.49320634,20.60726412,21.54031173,20.99674505,20.92057599,21.030146,21.78360896,21.54880386,22.26052383,22.39519497,
France,FRA,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,18.79579485,18.96499227,19.09013527,19.19073474,19.29576981,19.4235626,19.69943026,19.96584314,20.21638078,20.43804186,20.62370611,20.90242113,21.1243471,21.29877399,21.43795148,21.54588827,21.7842476,22.00538145,22.14583256,22.11003498,21.85891342,21.49880934,20.94084012,20.32924016,19.85898665,19.63364229,19.74364012,20.05142145,20.48221014,20.92187204,21.30454281,21.75592037,22.15989607,22.52710125,22.87786595,23.22335216,23.58395797,23.91587449,24.21438455,24.47251571,24.69011971,24.87968961,25.03947403,25.16907598,25.26304689,25.32800049,25.40427753,25.42834748,25.47581519,25.66178447,26.05844906,26.61713599,27.37186224,28.26927876,29.1988935,30.08153004,30.86924646,31.6114191,32.30926682,
France,FRA,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,42.52666215,42.83281622,42.65082861,42.12364584,41.53989318,41.04518962,40.82972184,40.56782915,40.30344989,40.05152167,39.81254758,39.56297113,39.38433333,39.20637996,38.9085267,38.42745889,38.04983514,37.43843795,36.67381297,35.90440028,35.21603059,34.35999677,33.73517017,33.24853863,32.75638684,32.2034313,31.97293754,31.56873664,31.09713239,30.71519911,30.48018813,30.23254613,30.1306986,30.11381887,30.07436001,29.96206582,29.82228751,29.66577947,29.47989905,29.27649516,29.0718038,28.98998509,28.85831392,28.70350182,28.55818009,28.43690671,28.42762784,28.43462069,28.460892,28.5071377,28.57245686,28.71811154,28.88751118,29.05507232,29.18209814,29.23919589,29.20670709,29.10556868,28.95787623,
France,FRA,Age dependency ratio (% of working-age population),SP.POP.DPND,61.32245699,61.79780849,61.74096388,61.31438059,60.83566299,60.46875222,60.52915211,60.53367229,60.51983068,60.48956352,60.43625369,60.46539225,60.50868042,60.50515396,60.34647817,59.97334716,59.83408274,59.4438194,58.81964553,58.01443526,57.074944,55.85880612,54.67601029,53.57777879,52.6153735,51.83707359,51.71657766,51.62015809,51.57934253,51.63707116,51.78473093,51.98846649,52.29059467,52.64092012,52.95222596,53.18541799,53.40624548,53.58165396,53.6942836,53.74901087,53.76192351,53.8696747,53.89778796,53.8725778,53.82122698,53.7649072,53.83190537,53.86296817,53.93670719,54.16892216,54.63090592,55.33524753,56.25937342,57.32435108,58.38099164,59.32072593,60.07595356,60.71698779,61.26714305,
France,FRA,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,18.7,18.7,18.6,18.5,18.4,18.2,18,17.7,17.5,17.3,17,16.7,16.3,15.9,15.5,15,14.6,14.3,14.1,14,14,14.1,14.2,14.2,14.3,14.2,14.1,14,13.8,13.6,13.4,13.2,13.1,13,12.5,12.8,12.8,12.7,12.8,12.9,13.3,13.1,12.9,12.8,12.8,12.8,13.1,12.8,12.9,12.8,12.9,12.7,12.6,12.4,12.4,12,11.8,11.5,11.3,
France,FRA,Broad money growth (annual %),FM.LBL.BMNY.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France,FRA,Broad money (% of GDP),FM.LBL.BMNY.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France,FRA,Broad money (current LCU),FM.LBL.BMNY.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France,FRA,"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.2,,,,,,,,,,7.1,,,,,6.5,6.4,,,
France,FRA,"Cause of death, by non-communicable diseases (% of total)",SH.DTH.NCOM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.4,,,,,,,,,,87.1,,,,,87.5,87.6,,,
France,FRA,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France,FRA,"Central government debt, total (current LCU)",GC.DOD.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France,FRA,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,,,,,,,,,,515801619.7,583726698.8,546609901.2,680438885.3,806667403.5,1028041878,945696301.1,905672553,911767138.5,882858798.7,981903449.7,1234368095,1593555979,1720570808,1416909594,1628676371,1748149931,2072778758,1798053452,1908824535,2320297933,2652879848,2476558276,2717179167,4500823923,4416719402,4095839453,4547619885,5154463499,5800016169,6182912479,7028743115,7672468333,10435073227,8387238481,10014878126,10545784932,8754182545,11054534501,12764952188,15660393096,14758389447,16000418533,15938476813,
France,FRA,"Charges for the use of intellectual property, receipts (BoP, current US$)",BX.GSR.ROYL.CD,,,,,,,,,,,,,,,,192154613.5,201071165.7,283850217.9,347416985.1,429876142.8,495717088.8,495447294.3,374878716.6,587718469.2,424926838.8,522346082.1,688839182.7,897504217.2,1081605900,998191639.6,1294662125,1387605156,1578753016,1455899628,1531063077,1850021381,1884478266,2046422949,2337985042,3663643017,3973973760,4741250359,5714305056,5865520892,7237765434,8315623612,8459450015,13466689886,15472604432,12671414489,13625132123,15344865100,12742266511,13169451182,14543103950,15242960369,15482080302,16853044696,16819298524,
France,FRA,CO2 emissions (kg per 2010 US$ of GDP),EN.ATM.CO2E.KD.GD,0.456487121,0.450852623,0.448227616,0.471806379,0.457322684,0.444392418,0.416678162,0.42546898,0.420996348,0.422307415,0.422797245,0.422870439,0.420623967,0.425042531,0.393688582,0.355965682,0.385893516,0.354718758,0.358883596,0.36254118,0.340859567,0.303444155,0.284434487,0.271758797,0.256772419,0.249890236,0.23488439,0.224193284,0.21104486,0.212280099,0.198352344,0.204131141,0.188165942,0.186263048,0.170951273,0.172891416,0.18324851,0.167736442,0.173846278,0.164298156,0.155227146,0.158640927,0.155837416,0.156878647,0.153791547,0.151910082,0.144582986,0.138672369,0.137264461,0.135759768,0.133592604,0.122865464,0.123007139,0.122621251,0.110254939,,,,,
France,FRA,CO2 emissions (kg per 2017 PPP $ of GDP),EN.ATM.CO2E.PP.GD.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.190460125,0.19600899,0.180679029,0.178851849,0.164149313,0.166012259,0.175957256,0.161062396,0.166929129,0.157760915,0.149050831,0.152328781,0.149636819,0.15063662,0.147672353,0.145865749,0.13883019,0.13315475,0.131802861,0.130358038,0.128277103,0.117976784,0.118112822,0.117742288,0.105868018,,,,,
France,FRA,CO2 emissions (kg per PPP $ of GDP),EN.ATM.CO2E.PP.GD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.366147162,0.36448835,0.32849556,0.317647337,0.285439906,0.282750517,0.294596438,0.26366007,0.268473171,0.250875579,0.227838121,0.2237329,0.212757285,0.217327006,0.210789153,0.199996164,0.18212695,0.169172311,0.162144443,0.156673312,0.151111841,0.135625654,0.13469163,0.128078906,0.113926282,,,,,
France,FRA,CO2 emissions (kt),EN.ATM.CO2E.KT,271218.654,281211.229,298706.486,334019.696,345303.055,351852.317,347235.564,372009.816,384631.63,413259.899,439013.24,462434.369,480729.032,516599.626,499071.366,446919.292,505602.293,480857.377,505858.983,529155.434,505363.938,454700.666,436893.714,422603.415,405342.846,400880.107,385614.386,377491.981,372207.834,390649.177,375691.484,390689.514,365893.26,359916.05,338119.402,349160.739,375306.449,351562.624,377444.31,368918.535,362226.26,377535.985,375075.428,380689.605,383758.884,385368.697,375764.824,369142.222,366325.966,351899.988,353033.091,331804.828,333227.624,334096.703,303275.568,,,,,
France,FRA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,5.817437681,5.952751834,6.235408683,6.87529322,7.013993128,7.062750798,6.899140799,7.326518931,7.51593184,8.014840647,8.449429419,8.829912531,9.105899937,9.709107815,9.312382375,8.28681204,9.325010842,8.828303001,9.249256951,9.635528106,9.161529158,8.203107304,7.841028004,7.543287697,7.194881769,7.075849582,6.767999746,6.587686527,6.458902178,6.742280767,6.451223276,6.67168905,6.217259025,6.089252757,5.699231509,5.864118291,6.280953607,5.862811599,6.271267469,6.098157837,5.946665463,6.153060599,6.068664472,6.115998108,6.120078568,6.099598855,5.906266386,5.76638535,5.690501857,5.438357063,5.428980862,5.077911102,5.075062341,5.062171964,4.573459729,,,,,
France,FRA,"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",EN.CO2.ETOT.ZS,25.58025806,26.4874121,26.77765047,23.6465146,27.22063037,24.22880738,23.4478305,24.18776771,22.46169389,22.83787358,24.27432217,25.89021999,25.35795714,27.20217634,27.6245152,27.49024707,31.33222441,29.75484734,28.57570445,30.1222597,30.12130269,27.19209886,28.38070297,25.48820288,22.29724121,20.16491328,16.95312271,15.86676218,16.67716299,19.59273685,18.42836469,20.02755342,17.67538976,15.06953817,15.08090229,16.27466962,16.69402632,16.01504616,19.02626349,17.68943218,19.04539844,17.07237557,17.91390728,18.45171805,18.23282288,19.83694185,19.258582,20.33667744,19.70556224,19.54050568,20.31580805,18.32179095,17.43022137,16.99303125,13.79515542,,,,,
France,FRA,CO2 emissions from gaseous fuel consumption (% of total),EN.ATM.CO2E.GF.ZS,2.098374841,2.820556287,3.121854207,2.871948006,2.909786014,2.865004012,3.053056224,3.245012223,3.721041091,4.017853182,4.300868694,4.826853386,5.503600415,6.025781172,6.487237138,8.072959401,7.669043147,8.401522142,8.687268483,9.166886114,9.723250178,11.02517783,11.06410837,12.57668445,13.24160017,13.93693801,14.45063619,13.94752436,14.08149593,13.83353202,15.86987077,16.7182895,17.81419122,18.52266938,18.82090103,19.40094731,19.94684749,20.41576268,20.27494414,21.15004224,22.6149018,22.77888398,22.88921043,23.65457785,23.96131942,24.38267787,24.15001171,23.87896609,24.93643516,25.03230378,27.5975611,25.5691614,26.26881768,26.74049765,24.61549623,,,,,
France,FRA,CO2 emissions from gaseous fuel consumption (kt),EN.ATM.CO2E.GF.KT,5691.184,7931.721,9325.181,9592.872,10047.58,10080.583,10601.297,12071.764,14312.301,16604.176,18881.383,22321.029,26457.405,31129.163,32375.943,36079.613,38774.858,40399.339,43945.328,48507.076,49137.8,50131.557,48338.394,53149.498,53673.879,55870.412,55723.732,52650.786,52412.431,54040.579,59621.753,65316.604,65180.925,66666.06,63637.118,67740.491,74861.805,71774.191,76526.623,78026.426,81917.113,85998.484,85851.804,90050.519,91953.692,93963.208,90747.249,88147.346,91348.637,88088.674,97428.523,84839.712,87534.957,89339.121,74652.786,,,,,
France,FRA,CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,28.5633163,29.77427726,31.63716271,35.23954857,38.83077577,43.29709956,46.19714443,49.9260705,52.59223949,55.00856278,59.12545941,62.11312615,65.82962104,67.65002342,66.09061118,64.90039056,64.80972447,63.34810228,64.9957593,63.78567172,62.06916569,61.22356812,59.7757298,60.62562367,59.79210769,59.29052972,62.23397174,63.83338352,62.76822132,62.66814355,60.67426697,59.61498752,60.25656444,63.15435558,61.70965013,61.31363097,60.93290473,61.29735481,60.11949869,60.54371055,59.26705811,62.11257345,61.07602362,59.76881953,60.00363108,59.15730177,59.81731595,59.35271095,58.99917916,60.43412113,57.08765698,59.88351532,58.25006603,56.65082484,61.20018379,,,,,
France,FRA,CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,77469.042,83728.611,94502.257,117707.033,134083.855,152341.848,160412.915,185729.883,202286.388,227328.331,259568.595,287232.443,316462.1,349479.768,329839.316,290052.366,327679.453,304614.023,328786.887,337525.348,313675.18,278383.972,261156.406,256205.956,242363.031,237683.939,239983.148,240965.904,233628.237,244812.587,227948.054,232909.505,220474.708,227302.662,208652.3,214083.127,228685.121,215498.589,226917.627,223356.97,214680.848,234497.316,229081.157,227533.683,230269.265,227973.723,224772.432,219095.916,216129.313,212667.665,201538.32,198696.395,194105.311,189268.538,185605.205,,,,,
France,FRA,CO2 emissions from manufacturing industries and construction (% of total fuel combustion),EN.CO2.MANF.ZS,35.77098145,34.76882719,33.18056211,32.72611262,32.93620872,35.01639543,35.70835512,34.80579271,35.89549307,36.64110024,36.13298982,31.88251695,29.06748746,26.04652144,27.95100467,25.93687197,24.24229332,24.69355917,23.6947877,24.403457,24.20340175,22.46026091,21.02493004,21.41137446,22.2114613,22.82911572,22.03613153,22.46597421,21.96731144,21.01042502,20.74384949,19.63316135,20.08073497,19.82278035,20.23302244,20.28584735,20.19977185,20.20118546,18.16692626,17.9895768,17.3419284,18.02325581,17.8807947,17.36248812,16.45209378,14.81831435,15.05278032,14.90959587,14.58154322,12.76206473,13.45565749,14.68191335,14.62624318,15.80424432,15.69588351,,,,,
France,FRA,"CO2 emissions from other sectors, excluding residential buildings and commercial and public services (% of total fuel combustion)",EN.CO2.OTHX.ZS,0.90659444,1.063868547,1.098604839,1.228266071,1.212486804,1.275200389,1.448384022,1.585127772,1.700623001,1.560433748,1.801006012,1.566598143,1.675786594,1.784094983,1.884435874,1.898569571,1.803806355,1.923334076,2.018215248,1.926644182,2.045884059,2.189027836,2.27476957,2.313947889,2.404604444,2.439579187,2.523936404,2.578796562,2.606087869,2.858288464,3.215629522,3.065993139,3.20155902,3.438765331,3.408921601,3.338766956,3.260899808,3.322694631,3.697835544,3.762722039,3.782745851,3.833405781,3.940397351,3.922314274,4.084564304,5.631445386,5.652065497,5.798333617,6.043420977,5.065834858,5.18701482,4.867128362,4.571703561,4.307381831,4.697563708,,,,,
France,FRA,CO2 emissions from residential buildings and commercial and public services (% of total fuel combustion),EN.CO2.BLDG.ZS,24.16205846,23.92611214,26.11039968,29.27101611,25.64620721,25.95943648,25.28060518,25.61846208,25.80400741,24.86114784,24.1221936,26.3675244,28.87824897,29.85723022,26.95838903,27.31764984,25.32025664,25.60953867,27.23735409,25.2529511,24.20779677,26.06441786,25.06867956,26.34155476,27.36102272,28.18879727,30.05592481,29.13085005,26.81961314,25.27208157,24.77568741,25.71922526,25.82683742,26.3276803,25.11993802,24.5036968,25.87852314,24.95440556,24.44545894,25.23124778,23.50020573,24.6087807,23.24779249,24.18036127,25.15788047,24.39123157,23.69434516,22.00589469,24.03906742,25.75207702,24.79122559,22.57690449,24.27654796,24.72487623,23.40030804,,,,,
France,FRA,CO2 emissions from solid fuel consumption (% of total),EN.ATM.CO2E.SF.ZS,66.73156486,64.67589031,62.42235262,59.18123134,55.14787872,50.66752822,47.40315972,43.56024761,40.39469921,37.64962688,33.27764784,28.78587231,24.48282175,22.3768083,23.22591074,22.74771079,23.68526026,24.27801206,22.62937752,23.62475919,24.78050126,24.24393942,25.96145776,23.90559243,24.17177803,23.84354333,20.27710683,19.10766152,19.76020177,20.07303039,19.9517823,20.28308085,19.04389657,15.48853795,16.3286554,16.47289875,16.52710876,15.48105808,17.02904887,15.57278465,15.34521158,12.48798019,13.44980642,14.00183018,13.3107824,13.70716807,13.04161137,13.75538911,13.21848285,11.98678671,12.80940658,11.65178374,12.81472841,13.92068841,11.38880828,,,,,
France,FRA,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,180988.452,181875.866,186459.616,197676.969,190427.31,178274.872,164600.629,162048.397,155370.79,155590.81,146093.28,133115.767,117696.032,115598.508,115913.87,101663.908,119753.219,116742.612,114472.739,125011.697,125231.717,110237.354,113423.977,101025.85,97978.573,95584.022,78191.441,72129.89,73549.019,78415.128,74957.147,79243.87,69680.334,55745.734,55210.352,57516.895,62027.305,54425.614,64275.176,57450.889,55584.386,47146.619,50446.919,53303.512,51081.31,52823.135,49005.788,50776.949,48422.735,42181.501,45221.444,38661.181,42702.215,46508.561,34539.473,,,,,
France,FRA,CO2 emissions from transport (% of total fuel combustion),EN.CO2.TRAN.ZS,13.57634578,13.75378001,12.83278291,13.13128091,12.9844669,13.52016031,14.11175005,13.80284973,14.13537633,14.09944459,13.67194209,14.29314052,15.02051984,15.10997701,15.58384644,17.35193285,17.30141928,18.01872075,18.47393851,18.2925801,19.42161473,22.09173771,23.24835041,24.44224493,25.72567033,26.37475121,28.43088455,29.95463228,31.93282351,31.26360408,32.83357453,31.55676815,33.22104677,35.34123584,36.16019548,35.59701927,33.96956123,35.50666819,34.66351576,35.32974979,36.32972157,36.46489894,37.01434879,36.08311829,36.06992817,35.3193672,36.34222702,36.95233237,35.63040614,36.87951771,36.24735356,39.55226284,39.09849214,38.17046637,42.41458975,,,,,
France,FRA,CO2 intensity (kg per kg of oil equivalent energy use),EN.ATM.CO2E.EG.ZS,3.423529395,3.410926372,3.350493004,3.466301925,3.363766219,3.347508628,3.249840796,3.259014685,3.184875022,3.159597763,2.862779876,2.916260898,2.871845182,2.86784207,2.862414339,2.709226764,2.871224637,2.78248323,2.745124406,2.756239275,2.635257245,2.427554468,2.390366349,2.253387212,2.08637864,1.966800251,1.86296168,1.779378598,1.762046307,1.776201128,1.677111947,1.650142382,1.572396055,1.521589854,1.485678986,1.472896026,1.49834631,1.447882182,1.510556506,1.478869646,1.437963392,1.449141177,1.436211212,1.431999646,1.422699307,1.422760647,1.409999488,1.401129147,1.384353065,1.389655278,1.351552494,1.31994154,1.322782537,1.320497425,1.249890679,,,,,
France,FRA,Commercial service exports (current US$),TX.VAL.SERV.CD.WT,,,,,,,,,,,,,,,,17262454885,18230833115,22256639480,29218939311,35005034363,42381440078,41085739877,35672634821,34463559452,33899747193,35701833917,43684945483,50911219433,53981191540,59138297957,76160573122,79151490744,90682141288,84667581546,80988827407,91139505001,90105260364,83904915986,89250901566,1.06E+11,96164682221,99925529106,1.12E+11,1.25E+11,1.42E+11,1.52E+11,1.65E+11,1.96E+11,2.23E+11,1.93E+11,2.01E+11,2.36E+11,2.33E+11,2.53E+11,2.72E+11,2.55E+11,2.58E+11,2.71E+11,2.94E+11,
France,FRA,Commercial service imports (current US$),TM.VAL.SERV.CD.WT,,,,,,,,,,,,,,,,13530301558,14733548535,17099903033,20476470216,25455818377,32301721194,33253721014,27885201637,25613445150,25195538468,25580500123,32306242247,39120895575,42476956375,45713052462,60902808583,63309308386,72101988098,68866686983,62086901070,72959065684,73477212269,68981427310,73634473747,90080461349,83513994989,86273525391,94058148812,1.09E+11,1.25E+11,1.33E+11,1.45E+11,1.68E+11,1.94E+11,1.75E+11,1.81E+11,2.02E+11,2.02E+11,2.28E+11,2.52E+11,2.33E+11,2.37E+11,2.49E+11,2.66E+11,
France,FRA,"Educational attainment, at least Bachelor's or equivalent, population 25+, male (%) (cumulative)",SE.TER.CUAT.BA.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.1956,18.23992,18.01445,18.52349,,
France,FRA,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.39295,17.66307,17.4037,18.00167,,
France,FRA,"Educational attainment, at least Bachelor's or equivalent, population 25+, female (%) (cumulative)",SE.TER.CUAT.BA.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.66949,17.14427,16.85299,17.53119,,
